,Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nationality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (credited),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Unemployment rate,Inflation rate,GDP,Target
1178,4,39,1,9500,1,1,133.1,1,37,37,9,9,130.0,0,0,1,1,0,0,38,0,0,3,11.833333333333334,0,2,10.0,16.2,0.3,-0.92,0
1179,1,18,1,9556,1,1,140.0,1,38,37,9,9,122.8,0,0,0,1,0,1,19,0,0,7,12.625,0,8,12.5125,12.7,3.7,-1.7,1
1180,6,39,1,9500,1,1,133.1,1,37,37,9,9,110.0,0,0,0,1,0,0,36,0,0,4,11.5,0,3,12.333333333333334,16.2,0.3,-0.92,0
1181,1,16,1,9085,1,1,140.0,1,1,1,9,9,127.1,1,0,0,1,0,0,18,0,0,4,13.25,0,4,10.5,12.7,3.7,-1.7,1
1182,1,1,3,9500,1,1,133.1,1,19,19,5,5,108.5,1,0,0,1,0,0,19,0,0,7,12.60625,0,6,11.9,12.4,0.5,1.79,1
1183,1,53,1,9085,1,42,140.0,1,19,38,9,9,138.2,0,0,1,0,0,0,21,0,7,8,13.75,4,5,13.2,8.9,1.4,3.51,0
1184,1,1,2,9500,1,1,133.1,1,19,38,192,192,96.0,1,0,0,1,0,0,19,0,0,6,13.598333333333334,0,6,11.933333333333332,11.1,0.6,2.02,1
1185,1,1,1,9238,1,1,135.0,1,19,19,9,9,124.5,0,0,0,1,0,1,18,0,0,5,11.142857142857142,0,6,12.285714285714286,16.2,0.3,-0.92,1
1186,2,7,1,9500,1,3,120.0,1,37,19,9,7,120.0,1,0,0,1,0,0,45,0,7,11,12.7,6,10,12.96818181818182,13.9,-0.3,0.79,1
1187,1,17,1,9147,1,1,140.0,1,37,37,9,7,132.3,1,0,0,1,0,0,20,0,0,1,10.0,0,1,11.0,7.6,2.6,0.32,0
1188,1,17,1,9254,1,1,128.0,1,19,1,5,7,120.7,1,0,1,1,0,0,18,0,0,6,11.666666666666666,0,4,11.5,13.9,-0.3,0.79,1
1189,1,1,1,9670,1,1,141.0,1,1,19,4,4,132.6,0,0,0,1,0,1,18,0,0,6,14.0,0,6,13.142857142857142,11.1,0.6,2.02,1
1190,1,7,2,9130,1,3,140.0,1,34,34,0,0,140.0,0,0,0,1,0,0,25,0,0,0,0.0,0,0,0.0,10.8,1.4,1.74,0
1191,1,1,6,9500,1,1,139.0,1,1,1,4,4,124.5,1,0,0,1,0,0,19,0,0,7,12.04142857142857,0,7,12.04142857142857,10.8,1.4,1.74,1
1192,1,1,1,171,1,1,142.0,1,19,19,7,7,142.0,1,0,0,1,0,1,18,0,0,0,0.0,0,0,0.0,13.9,-0.3,0.79,1
1193,1,7,1,9254,1,40,130.0,1,1,1,3,6,130.0,0,0,0,1,0,0,39,0,12,13,13.76923076923077,9,12,14.583333333333334,13.9,-0.3,0.79,1
1194,2,39,1,9003,1,1,130.0,1,38,37,9,9,144.0,0,0,0,1,0,0,29,0,13,18,15.444444444444445,11,13,15.307692307692308,15.5,2.8,-4.06,1
1195,1,17,1,9853,1,1,125.0,1,19,19,4,7,128.5,1,0,0,1,0,0,18,0,0,6,11.5,0,7,12.714285714285714,13.9,-0.3,0.79,1
1196,1,7,1,9070,1,3,140.0,1,37,2,9,3,140.0,0,0,0,0,0,0,23,0,0,2,10.0,0,0,0.0,10.8,1.4,1.74,0
1197,1,42,1,9853,1,1,120.0,1,1,37,5,5,113.9,1,0,0,1,0,0,21,0,0,4,12.25,0,3,10.333333333333334,12.7,3.7,-1.7,0
1198,1,1,1,9238,1,1,147.0,1,1,19,4,4,137.2,0,0,0,0,0,0,18,0,0,6,14.5,0,6,15.166666666666666,10.8,1.4,1.74,1
1199,1,7,1,9085,1,40,140.0,1,1,19,5,5,140.0,1,0,0,1,0,0,23,0,0,6,15.571428571428571,0,6,16.375,12.4,0.5,1.79,1
1200,1,1,1,9130,1,1,161.0,1,1,19,4,4,152.3,0,0,0,1,0,0,18,0,0,6,15.571428571428571,0,6,14.714285714285714,11.1,0.6,2.02,1
1201,2,39,1,8014,0,19,133.1,1,37,37,4,8,112.5,0,0,0,1,0,0,32,0,0,5,13.8,0,6,12.166666666666666,9.4,-0.8,-3.12,1
1202,2,39,2,9147,1,1,150.0,1,19,37,9,7,101.0,0,0,1,0,0,0,29,0,0,3,10.666666666666666,0,2,14.8,10.8,1.4,1.74,0
1203,1,1,6,9238,1,1,113.0,1,1,38,194,163,112.3,1,0,1,1,0,1,20,0,0,5,11.6,0,4,11.75,8.9,1.4,3.51,1
1204,1,39,1,9238,1,1,140.0,1,34,34,0,0,114.0,1,0,0,0,0,0,28,0,0,1,13.0,0,0,0.0,9.4,-0.8,-3.12,0
1205,1,7,1,9147,1,3,130.0,1,38,38,1,9,130.0,0,0,0,1,0,0,27,0,0,3,12.0,0,4,13.625,10.8,1.4,1.74,1
1206,1,43,2,9500,1,1,120.0,1,37,34,90,0,121.5,0,0,1,1,0,0,22,0,11,12,12.333333333333334,11,12,12.333333333333334,7.6,2.6,0.32,1
1207,2,39,1,9003,1,19,133.1,1,19,37,9,10,120.0,0,0,1,1,0,0,37,0,0,6,12.875,0,6,12.9,16.2,0.3,-0.92,1
1208,1,7,1,8014,0,3,130.0,1,37,38,0,5,130.0,0,0,0,0,0,0,28,0,0,1,11.0,0,0,0.0,12.7,3.7,-1.7,0
1209,2,39,1,9003,1,1,120.0,1,37,37,9,9,125.7,0,0,1,0,0,0,43,0,0,4,12.25,0,4,10.5,8.9,1.4,3.51,0
1210,1,43,1,9556,1,1,140.0,1,37,37,9,9,128.0,1,0,0,0,0,0,32,0,0,0,0.0,0,0,0.0,10.8,1.4,1.74,0
1211,1,17,1,9238,1,1,123.0,1,1,1,9,9,113.2,0,0,0,1,0,1,20,0,0,4,10.75,0,5,11.5,15.5,2.8,-4.06,1
1212,4,39,1,9500,1,19,133.1,1,38,1,9,4,120.0,0,0,0,1,0,1,35,0,0,8,13.63,0,8,13.63,9.4,-0.8,-3.12,1
1213,1,1,1,9670,1,1,130.0,1,37,37,0,0,117.8,1,0,0,1,0,0,21,0,0,3,13.0,0,4,11.5,7.6,2.6,0.32,1
1214,1,1,4,9500,1,1,126.0,1,19,19,7,9,121.3,1,0,0,1,0,1,18,0,0,6,13.533333333333331,0,7,12.228571428571428,12.4,0.5,1.79,1
1215,1,1,1,9500,1,1,176.0,1,3,38,3,7,169.7,0,0,0,1,0,1,18,0,0,7,16.9,0,8,16.37777777777778,16.2,0.3,-0.92,1
1216,1,17,4,9238,1,1,124.0,1,19,19,5,8,117.7,1,0,0,1,0,0,18,0,0,5,12.0,0,4,12.0,16.2,0.3,-0.92,1
1217,1,44,1,8014,0,39,120.0,1,19,37,7,6,121.8,1,0,0,1,0,0,22,0,3,6,12.5,2,6,13.285714285714286,12.4,0.5,1.79,1
1218,1,1,2,9500,1,1,140.0,1,1,1,4,10,128.3,1,0,0,1,0,0,19,0,0,7,12.764285714285714,0,7,12.764285714285714,10.8,1.4,1.74,1
1219,1,18,2,9147,1,1,143.0,1,19,38,9,7,132.2,1,0,0,1,0,1,18,0,0,5,13.75,0,5,12.166666666666666,13.9,-0.3,0.79,1
1220,1,1,2,171,1,1,136.0,1,39,1,3,4,134.3,1,0,1,1,0,0,19,0,0,0,0.0,0,0,0.0,12.4,0.5,1.79,0
1221,1,1,1,9500,1,1,132.0,1,19,1,9,5,123.4,0,0,0,1,0,1,18,0,0,7,14.604285714285712,0,8,15.68333333333333,11.1,0.6,2.02,1
1222,2,39,1,9991,0,19,133.1,1,19,39,5,3,121.7,0,0,1,0,0,0,31,0,0,0,0.0,0,0,0.0,16.2,0.3,-0.92,0
1223,2,39,1,8014,0,19,100.0,1,1,19,1,5,130.0,0,0,1,1,0,1,33,0,0,5,13.833333333333334,0,6,12.5,9.4,-0.8,-3.12,1
1224,1,1,3,9500,1,1,137.0,1,19,38,7,7,126.5,1,0,0,1,0,1,19,0,0,8,13.57625,0,8,13.57625,9.4,-0.8,-3.12,1
1225,1,17,1,9238,1,1,153.0,1,38,38,7,7,159.7,1,0,0,1,0,1,18,0,0,6,15.142857142857142,0,6,15.833333333333334,12.7,3.7,-1.7,1
1226,1,1,1,9147,1,1,160.0,1,9,19,4,3,151.3,0,0,0,1,0,0,23,0,0,3,10.666666666666666,0,5,11.6,7.6,2.6,0.32,1
1227,1,17,1,9238,1,1,145.0,1,38,38,5,7,138.0,1,0,0,1,0,0,20,0,0,5,11.2,0,6,12.0,9.4,-0.8,-3.12,1
1228,1,1,5,9500,1,1,137.0,1,38,38,4,8,126.5,1,0,0,1,0,0,18,0,0,8,13.76375,0,8,13.76375,9.4,-0.8,-3.12,1
1229,1,53,1,9085,1,42,140.0,1,1,1,4,3,140.0,1,0,1,1,0,0,21,0,7,8,13.25,4,5,12.2,8.9,1.4,3.51,1
1230,1,1,1,9238,1,1,120.0,1,19,38,5,6,112.3,0,0,0,1,0,1,22,0,0,5,10.714285714285714,0,5,12.2,12.7,3.7,-1.7,1
1231,1,1,1,9238,1,1,122.0,1,1,19,4,4,127.3,1,0,1,1,0,0,20,0,0,6,12.166666666666666,0,6,11.666666666666666,9.4,-0.8,-3.12,1
1232,1,7,1,9500,1,3,130.0,1,19,38,4,10,130.0,1,0,0,1,0,0,23,0,1,6,14.357142857142858,1,6,14.357142857142858,7.6,2.6,0.32,1
1233,1,17,2,9773,1,1,133.1,1,3,1,4,5,115.0,1,0,0,1,0,0,19,0,0,6,12.833333333333334,0,6,12.666666666666666,16.2,0.3,-0.92,1
1234,1,17,6,9500,1,1,150.0,1,1,37,1,1,131.5,1,0,0,1,0,0,19,0,0,7,13.925714285714283,0,7,13.925714285714283,10.8,1.4,1.74,1
1235,1,39,1,9991,0,1,133.1,1,19,38,7,4,125.7,0,0,0,1,0,0,26,0,0,2,12.0,0,3,11.0,10.8,1.4,1.74,0
1236,1,1,6,9500,1,1,141.0,1,1,37,4,3,126.8,1,0,0,1,0,0,18,0,0,7,13.44285714285714,0,8,13.744444444444444,16.2,0.3,-0.92,1
1237,1,18,1,9119,1,1,146.0,1,1,37,7,7,132.4,1,0,0,1,1,0,18,0,0,1,16.0,0,0,0.0,9.4,-0.8,-3.12,0
1238,1,44,1,9003,1,39,150.0,1,38,37,9,9,150.0,1,0,0,1,1,0,20,0,0,6,13.125,0,6,13.2,16.2,0.3,-0.92,1
1239,1,1,1,9670,1,1,133.1,1,3,1,4,4,95.0,0,0,0,1,1,0,19,0,0,0,0.0,0,0,0.0,15.5,2.8,-4.06,0
1240,1,43,1,9991,0,1,120.0,1,37,37,9,9,128.2,0,0,0,0,1,0,32,0,5,5,11.4,4,4,11.0,10.8,1.4,1.74,0
1241,2,39,1,9130,1,1,150.0,1,19,19,4,4,130.0,0,0,0,0,1,0,31,0,0,2,11.0,0,3,11.666666666666666,9.4,-0.8,-3.12,0
1242,1,39,1,9119,1,19,133.1,1,1,19,4,5,100.0,0,0,0,1,1,0,25,0,0,1,11.0,0,1,10.0,13.9,-0.3,0.79,1
1243,1,42,1,9085,1,39,140.0,1,19,3,9,1,159.9,1,0,0,1,0,0,21,0,2,5,13.666666666666666,2,5,13.0,16.2,0.3,-0.92,1
1244,2,43,1,9991,0,1,140.0,1,37,37,4,9,100.0,0,0,0,0,0,0,31,0,2,4,11.75,0,1,10.0,12.7,3.7,-1.7,0
1245,2,39,1,9853,1,1,133.1,1,37,37,5,5,116.5,0,0,0,1,0,0,34,0,0,1,10.0,0,1,13.0,16.2,0.3,-0.92,0
1246,1,1,1,9238,1,1,128.0,1,19,19,9,9,120.0,0,0,0,1,0,1,18,0,0,6,13.5,0,6,12.833333333333334,11.1,0.6,2.02,1
1247,1,1,3,9238,1,1,117.0,1,19,19,9,9,117.0,1,0,1,1,0,0,19,0,0,0,0.0,0,0,0.0,12.4,0.5,1.79,0
1248,1,53,1,9670,1,42,140.0,1,19,37,3,6,140.0,1,0,1,1,0,0,21,0,0,1,12.0,0,1,11.0,8.9,1.4,3.51,1
1249,1,1,2,9853,1,1,124.0,1,38,37,5,3,118.1,1,0,0,0,0,0,18,0,0,3,13.0,0,5,11.8,9.4,-0.8,-3.12,0
1250,1,1,1,9254,1,1,158.0,1,19,39,4,8,153.5,1,0,0,1,0,0,20,0,0,6,14.833333333333334,0,6,16.0,11.1,0.6,2.02,1
1251,1,43,1,9773,1,1,137.0,1,38,37,9,5,127.9,1,0,0,1,0,0,20,0,0,6,11.833333333333334,0,6,12.857142857142858,15.5,2.8,-4.06,1
1252,1,17,3,9670,1,1,123.0,1,38,38,7,8,118.8,1,1,0,1,0,1,18,0,0,5,12.0,0,5,12.333333333333334,11.1,0.6,2.02,1
1253,1,1,1,9238,1,1,126.0,1,38,38,7,8,126.7,1,0,0,1,0,0,19,0,0,4,12.75,0,6,11.333333333333334,7.6,2.6,0.32,1
1254,1,43,1,9085,1,1,170.0,1,19,19,5,1,170.0,1,0,0,1,0,0,19,0,0,0,0.0,0,4,14.75,12.7,3.7,-1.7,1
1255,4,39,1,9130,1,1,133.1,1,3,1,5,5,110.0,1,0,0,1,0,1,30,0,0,0,0.0,0,1,10.0,11.1,0.6,2.02,0
1256,1,17,1,9238,1,1,115.0,1,19,38,5,5,115.0,1,0,0,1,0,0,19,0,0,6,12.0,0,6,12.857142857142858,11.1,0.6,2.02,1
1257,1,1,3,9556,1,1,132.0,1,38,37,7,7,119.0,1,0,0,1,0,0,19,0,0,7,11.677777777777775,0,8,13.8,12.7,3.7,-1.7,1
1258,1,1,4,9500,1,1,132.0,1,1,37,4,7,121.8,1,0,0,1,0,1,19,0,0,7,13.6,0,7,13.6,12.7,3.7,-1.7,1
1259,1,1,1,9085,1,1,143.0,1,19,38,9,9,133.4,1,0,0,1,0,0,19,0,0,6,16.0,0,6,15.875,12.4,0.5,1.79,1
1260,1,1,3,9238,1,1,137.0,1,1,1,3,3,131.4,1,0,0,1,0,0,20,0,0,5,11.8,0,6,11.5,7.6,2.6,0.32,1
1261,1,42,1,9119,1,1,130.0,1,19,37,9,3,135.0,0,0,1,1,1,0,25,0,0,0,0.0,2,2,14.0,13.9,-0.3,0.79,0
1262,1,1,2,9773,1,1,121.0,1,19,19,9,9,122.8,0,0,0,1,1,0,19,0,0,0,0.0,0,0,0.0,12.4,0.5,1.79,0
1263,2,39,1,9853,1,1,130.0,1,37,19,7,3,140.0,0,0,1,1,0,1,34,0,0,6,16.142857142857142,0,6,16.2,9.4,-0.8,-3.12,1
1264,1,18,2,9500,1,1,135.0,1,38,37,9,5,125.3,1,0,0,1,0,1,18,0,0,7,11.785714285714286,0,7,11.785714285714286,12.7,3.7,-1.7,1
1265,1,1,6,9500,1,1,137.0,1,1,1,4,5,126.3,1,0,0,1,0,1,18,0,0,8,13.42375,0,8,13.42375,9.4,-0.8,-3.12,1
1266,1,1,1,9670,1,1,100.0,1,38,38,9,10,100.0,0,0,0,1,0,0,20,0,0,6,12.5,0,5,14.166666666666666,11.1,0.6,2.02,1
1267,1,17,2,9500,1,1,127.0,1,19,37,9,7,121.3,1,0,0,1,0,1,20,0,0,7,12.464285714285714,0,7,12.464285714285714,10.8,1.4,1.74,1
1268,1,53,1,9991,0,1,140.0,1,38,38,191,193,135.0,0,0,1,1,0,0,23,0,6,8,12.375,3,5,12.6,8.9,1.4,3.51,1
1269,1,39,1,9670,1,1,140.0,1,37,37,6,6,120.0,0,0,0,1,0,0,28,0,0,1,10.0,0,0,0.0,10.8,1.4,1.74,0
1270,1,17,1,9773,1,1,121.0,1,37,19,9,10,113.7,0,0,0,1,0,0,18,0,0,5,12.6,0,6,12.428571428571429,15.5,2.8,-4.06,1
1271,1,43,1,9147,1,1,131.0,1,19,38,9,9,129.7,1,0,0,1,0,0,19,0,0,5,12.6,0,4,12.4,16.2,0.3,-0.92,1
1272,2,1,1,9147,1,1,151.0,1,38,37,9,8,132.1,1,0,0,1,0,0,34,0,0,2,10.0,0,4,12.0,7.6,2.6,0.32,0
1273,2,51,1,9853,1,1,130.0,1,37,37,7,8,120.3,0,0,0,1,0,0,35,0,0,0,0.0,0,0,0.0,8.9,1.4,3.51,0
1274,1,7,1,9991,0,40,120.0,1,37,37,9,7,120.0,0,0,0,1,0,0,32,0,0,5,11.6,0,5,12.333333333333334,12.4,0.5,1.79,1
1275,1,17,2,9254,1,1,136.0,1,19,19,4,7,123.1,1,0,0,1,0,0,19,0,0,6,12.166666666666666,0,6,13.5,11.1,0.6,2.02,1
1276,1,17,5,9670,1,1,125.0,1,1,19,9,7,119.4,1,0,0,1,0,0,18,0,0,4,13.6,0,5,12.666666666666666,11.1,0.6,2.02,1
1277,2,39,1,9147,1,1,133.1,1,37,37,9,9,140.0,0,0,0,0,0,0,35,0,0,4,12.5,0,5,11.8,9.4,-0.8,-3.12,0
1278,1,39,1,8014,0,1,133.1,1,1,12,4,5,116.5,0,0,0,1,1,1,24,0,0,4,12.25,0,4,11.5,12.4,0.5,1.79,1
1279,1,17,1,9238,1,1,120.0,1,19,37,9,9,113.0,1,0,0,1,0,1,20,0,0,6,11.714285714285714,0,6,12.625,13.9,-0.3,0.79,1
1280,1,1,3,9773,1,1,143.0,11,19,19,4,9,133.9,1,0,0,1,1,1,18,1,0,6,13.5,0,6,13.0,16.2,0.3,-0.92,1
1281,1,1,3,9500,1,1,133.1,1,38,19,7,9,115.5,1,0,0,1,1,1,20,0,0,7,13.024285714285714,0,7,13.024285714285714,10.8,1.4,1.74,1
1282,1,17,5,9254,1,1,121.0,1,1,19,4,7,116.5,1,0,0,0,1,0,18,0,0,0,0.0,0,0,0.0,9.4,-0.8,-3.12,0
1283,1,1,1,9119,1,1,168.0,1,19,19,4,4,171.2,0,0,0,1,1,1,18,0,0,5,17.333333333333332,0,5,18.571428571428573,12.4,0.5,1.79,1
1284,1,1,1,9670,1,1,124.0,1,19,37,5,7,119.1,0,0,0,1,1,1,20,0,0,4,11.0,0,4,11.5,9.4,-0.8,-3.12,1
1285,1,17,2,9853,1,1,127.0,1,19,38,3,3,121.1,1,0,0,1,1,0,19,0,0,6,13.666666666666666,0,6,12.5,12.4,0.5,1.79,0
1286,1,1,2,9070,1,1,129.0,1,1,1,4,9,132.9,1,0,0,1,1,1,20,0,0,6,11.375,0,5,13.8,7.6,2.6,0.32,1
1287,1,1,1,9238,1,1,137.0,1,19,1,9,9,132.8,0,0,0,1,1,0,19,0,0,6,12.833333333333334,0,6,11.833333333333334,10.8,1.4,1.74,1
1288,1,1,1,9773,1,1,120.0,1,36,37,0,0,126.7,1,0,0,1,1,0,20,0,0,5,12.6,0,4,11.5,7.6,2.6,0.32,1
1289,1,1,1,9500,1,1,110.0,1,19,19,9,7,105.8,1,0,0,1,1,0,22,0,0,6,14.333333333333334,0,7,13.771428571428572,11.1,0.6,2.02,1
1290,1,17,2,9119,1,1,120.0,1,1,19,9,8,117.2,0,0,0,1,1,1,18,0,0,4,13.5,0,6,13.625,11.1,0.6,2.02,1
1291,1,1,1,9500,1,1,143.0,1,38,38,9,9,140.0,0,0,0,1,1,0,19,0,0,7,14.285714285714286,0,7,14.285714285714286,12.7,3.7,-1.7,1
1292,1,44,1,9003,1,39,120.0,1,1,19,9,7,120.0,0,0,0,1,1,0,22,0,2,3,11.75,0,2,10.0,13.9,-0.3,0.79,0
1293,1,17,5,9119,1,1,124.0,11,4,12,2,9,119.5,1,0,0,1,1,0,20,1,0,5,14.8,0,5,17.6,8.9,1.4,3.51,1
1294,2,39,1,9003,1,1,168.0,1,1,41,9,3,153.9,0,0,1,0,1,0,34,0,0,0,0.0,0,0,0.0,12.4,0.5,1.79,0
1295,2,39,1,8014,0,19,133.1,1,1,1,4,4,130.0,0,0,0,1,1,0,24,0,0,1,10.0,0,0,0.0,16.2,0.3,-0.92,0
1296,1,39,2,9670,1,1,150.0,1,34,34,0,0,107.0,1,0,0,1,1,0,26,0,0,0,0.0,0,0,0.0,7.6,2.6,0.32,0
1297,1,39,1,9500,1,1,140.0,1,37,37,9,6,132.8,0,0,0,1,1,0,35,0,0,4,12.6,0,5,12.38,12.4,0.5,1.79,0
1298,1,1,1,9991,0,1,145.0,1,2,37,4,9,127.5,1,0,0,1,1,0,22,0,0,5,12.428571428571429,0,5,11.8,7.6,2.6,0.32,1
1299,1,18,1,9254,1,1,118.0,1,38,38,5,5,123.3,1,0,0,1,1,0,26,0,0,4,10.0,0,3,12.0,9.4,-0.8,-3.12,1
1300,1,17,1,9147,1,1,123.0,1,1,19,3,4,122.0,0,0,0,1,1,0,19,0,0,3,12.333333333333334,0,0,0.0,8.9,1.4,3.51,0
1301,1,1,5,9254,1,1,120.0,1,3,19,3,9,114.8,1,0,0,0,1,0,19,0,0,0,0.0,0,0,0.0,8.9,1.4,3.51,0
1302,1,44,1,171,1,39,140.0,1,3,3,2,2,140.0,0,0,1,1,1,0,20,0,0,0,0.0,0,0,0.0,15.5,2.8,-4.06,1
1303,1,51,1,9670,1,1,126.0,1,3,3,1,10,111.0,0,0,1,1,1,0,21,0,5,10,12.1,2,8,13.333333333333334,11.1,0.6,2.02,1
1304,1,1,2,9773,1,1,137.0,1,1,19,7,7,133.2,1,0,0,1,0,1,19,0,0,6,14.714285714285714,0,6,15.0,13.9,-0.3,0.79,1
1305,1,1,3,9773,1,1,130.0,1,19,19,9,9,123.0,1,0,0,1,0,0,18,0,0,6,12.666666666666666,0,6,12.833333333333334,12.7,3.7,-1.7,1
1306,1,53,1,9003,1,42,150.0,1,1,38,8,8,150.0,0,0,0,1,0,1,23,0,7,12,14.384615384615383,5,10,13.3,8.9,1.4,3.51,1
1307,1,17,3,9147,1,1,147.0,1,19,38,5,7,132.3,1,0,0,1,0,1,18,0,0,5,13.4,0,5,12.2,12.7,3.7,-1.7,1
1308,1,18,1,9500,1,1,140.0,1,37,38,5,7,126.0,1,0,0,1,0,0,18,0,0,7,13.314285714285717,0,7,13.314285714285717,12.7,3.7,-1.7,1
1309,1,1,3,9500,1,1,132.0,1,38,38,9,9,119.3,1,0,0,1,0,0,19,0,0,7,11.98857142857143,0,7,11.98857142857143,10.8,1.4,1.74,1
1310,1,53,1,9147,1,42,130.0,1,1,19,143,172,133.8,1,0,0,1,0,0,21,0,6,11,11.545454545454543,3,8,12.88888888888889,8.9,1.4,3.51,1
1311,1,1,1,9085,1,1,130.0,1,37,37,9,6,126.5,1,0,0,1,0,1,18,0,0,6,16.46153846153846,0,6,13.875,15.5,2.8,-4.06,1
1312,1,1,1,9773,1,1,151.0,1,38,37,9,5,138.4,1,0,0,1,0,1,24,0,0,6,13.666666666666666,0,6,12.833333333333334,10.8,1.4,1.74,1
1313,1,1,4,9500,1,1,144.0,1,3,39,2,3,129.0,1,0,0,1,0,0,18,0,0,7,12.65,0,8,13.411111111111111,16.2,0.3,-0.92,0
1314,1,1,1,9670,1,1,127.0,1,19,1,5,7,118.3,1,0,0,1,0,0,18,0,0,6,12.333333333333334,0,3,12.0,13.9,-0.3,0.79,1
1315,1,17,2,9500,1,1,131.0,1,19,37,9,7,129.8,1,0,0,1,0,0,20,0,0,6,14.37,0,7,14.65,12.4,0.5,1.79,1
1316,1,17,2,9085,1,1,123.0,1,1,19,4,9,113.6,1,0,0,1,0,0,19,0,0,3,12.0,0,4,11.75,9.4,-0.8,-3.12,1
1317,1,1,5,9773,1,1,130.0,1,34,38,0,8,128.3,1,0,0,0,0,1,18,0,0,3,12.0,0,3,10.666666666666666,7.6,2.6,0.32,0
1318,1,43,1,9254,1,1,130.0,1,1,19,5,7,130.0,0,0,0,1,0,1,19,0,0,4,12.0,0,3,11.0,10.8,1.4,1.74,0
1319,1,17,2,9853,1,1,131.0,1,1,38,4,8,121.9,1,0,0,1,0,0,19,0,0,5,12.6,0,5,11.2,10.8,1.4,1.74,1
1320,1,1,5,9238,1,3,135.0,1,1,38,9,3,129.4,0,0,1,1,0,0,18,0,0,6,12.166666666666666,0,6,12.333333333333334,10.8,1.4,1.74,1
1321,1,1,2,9853,1,1,123.0,1,19,1,194,103,115.3,1,0,0,1,0,0,20,0,0,6,13.5,0,6,14.0,11.1,0.6,2.02,1
1322,1,1,5,9500,1,1,145.0,1,38,38,9,9,125.5,1,0,0,1,0,1,18,0,0,8,13.76375,0,8,13.76375,9.4,-0.8,-3.12,1
1323,1,17,6,9556,1,1,118.0,1,38,38,5,5,117.8,1,0,0,1,0,1,19,0,0,6,12.4,0,6,12.8,11.1,0.6,2.02,1
1324,1,17,3,9147,1,1,125.0,1,3,38,2,10,118.7,1,0,0,1,0,0,18,0,0,4,10.666666666666666,0,2,12.0,13.9,-0.3,0.79,1
1325,1,1,2,9500,1,1,152.0,1,37,37,9,9,139.0,1,0,0,1,0,0,18,0,0,6,14.333333333333334,0,6,14.333333333333334,7.6,2.6,0.32,1
1326,1,1,1,9085,1,1,101.0,1,1,37,4,9,98.9,1,0,0,1,0,0,21,0,0,4,12.5,0,2,12.666666666666666,11.1,0.6,2.02,1
1327,1,17,1,9254,1,1,137.0,1,34,38,0,7,137.7,1,0,1,0,0,0,19,0,0,1,10.0,0,0,0.0,7.6,2.6,0.32,0
1328,1,1,4,9500,1,1,123.0,1,1,1,3,3,113.6,1,0,0,1,0,0,21,0,0,7,14.69625,0,8,14.622222222222224,12.4,0.5,1.79,1
1329,1,1,1,9085,1,1,120.0,1,4,1,2,9,113.4,0,0,0,1,0,0,18,0,0,4,11.5,0,3,13.75,11.1,0.6,2.02,1
1330,1,17,3,9556,1,1,131.0,1,19,38,9,7,128.5,0,0,0,1,0,1,18,0,0,7,12.855555555555556,0,8,13.9125,12.7,3.7,-1.7,1
1331,1,1,1,9500,1,1,141.0,1,1,1,3,10,142.8,0,0,0,1,0,0,18,0,0,7,13.7,0,8,13.994444444444444,11.1,0.6,2.02,1
1332,1,1,1,9130,1,1,144.0,1,3,1,1,3,137.7,0,0,0,0,0,0,23,0,0,0,0.0,1,1,12.0,10.8,1.4,1.74,0
1333,1,1,1,9238,1,1,107.0,1,19,37,7,7,103.5,1,0,0,1,0,0,20,0,0,3,11.2,0,4,12.0,16.2,0.3,-0.92,1
1334,1,1,1,9500,1,1,133.0,1,38,38,5,5,123.2,0,0,0,1,0,0,18,0,0,7,13.285714285714286,0,8,13.333333333333334,16.2,0.3,-0.92,1
1335,1,17,2,9853,1,1,126.0,1,1,19,2,10,126.0,1,0,0,1,0,0,19,0,0,5,13.0,0,5,10.4,7.6,2.6,0.32,1
1336,1,39,1,9500,1,1,133.1,1,1,38,3,7,121.7,0,0,0,1,0,1,27,0,0,6,12.6,0,6,11.685714285714283,12.4,0.5,1.79,1
1337,1,17,1,9147,1,1,147.0,1,37,37,9,6,142.8,1,0,1,0,0,1,19,0,0,5,12.8,0,4,12.0,11.1,0.6,2.02,1
1338,1,43,1,9130,1,1,120.0,1,1,19,9,9,120.0,1,0,0,1,0,0,21,0,0,5,11.5,0,5,11.0,15.5,2.8,-4.06,0
1339,1,18,1,9500,1,1,130.0,1,37,38,7,8,119.3,1,0,0,1,0,1,19,0,0,7,11.4,0,7,11.4,10.8,1.4,1.74,1
1340,1,44,1,9238,1,1,120.0,1,37,37,6,9,121.0,0,0,0,1,0,1,21,0,3,6,12.333333333333334,2,6,11.333333333333334,13.9,-0.3,0.79,1
1341,1,1,5,9773,1,1,138.0,1,19,19,9,9,139.4,1,0,0,1,0,0,18,0,0,5,12.8,0,4,12.2,10.8,1.4,1.74,1
